course,access,category,holes,city_state,st,county,lon,lat
The Madison Club,Public,Public,18,"Madison,PA",PA,Westmoreland County,-79.674773,40.240404
Mainland Golf Course,Public,Public,18,"Mainland,PA",PA,Montgomery County,-75.358075,40.255257
Chester Valley Golf Club,Private,Private,18,"Malvern,PA",PA,Chester County,-75.562321,40.042535
Applebrook Golf Club,Private,Private,18,"Malvern,PA",PA,Chester County,-75.534641,40.008821
White Manor Country Club,Private,Private,18,"Malvern,PA",PA,Chester County,-75.481273,39.996699
Tree Top Golf Course,Public,Public,18,"Manheim,PA",PA,Lancaster County,-76.490399,40.213366
Evergreen Golf Inc.,Public,Public,18,"Manheim,PA",PA,Lancaster County,-76.375528,40.120968
Corey Creek Golf Club,Public,Public,18,"Mansfield,PA",PA,Tioga County,-77.029928,41.792055
Mars Bethel Golf Course,Public,Public,9,"Mars,PA",PA,Butler County,-79.985256,40.693812
Country Club of the Poconos,Public,Public,18,"Marshalls Creek,PA",PA,Monroe County,-75.136897,41.047987
Caesars Pocono Palace Resort,Public,Public,9,"Marshalls Creek,PA",PA,Monroe County,-75.134916,41.044754
Mountain Manor Golf Club,Public,Public,54,"Marshalls Creek,PA",PA,Monroe County,-75.128052,41.042389
Fort Cherry Golf Club,Public,Public,18,"Mc Donald,PA",PA,Washington County,-80.276479,40.350037
Ironwood Golf Club,Public,Public,18,"Mc Veytown,PA",PA,Mifflin County,-77.780523,40.476055
Indian Run Golf Course,Public,Public,18,"McClure,PA",PA,Mifflin County,-77.358919,40.708899
Great Cove Golf & Recreation Club,Public,Public,18,"McConnellsburg,PA",PA,Fulton County,-77.991208,39.893478
South Woods Golf Course,Public,Public,9,"McKean,PA",PA,Erie County,-80.11868,41.988851
Youghiogheny Country Club,Private,Private,18,"McKeesport,PA",PA,Allegheny County,-79.814405,40.300566
Rolling Hills Country Club,Private,Private,18,"McMurray,PA",PA,Washington County,-80.101079,40.274543
Valley Brook Country Club,Private,Private,45,"McMurray,PA",PA,Washington County,-80.125668,40.296953
The Country Club,Private,Private,18,"Meadville,PA",PA,Crawford County,-80.124658,41.690566
Whispering Pines Golf Course,Public,Public,18,"Meadville,PA",PA,Crawford County,-80.223159,41.628014
Hailwood Golf Club,Public,Public,9,"Meadville,PA",PA,Crawford County,-80.142692,41.668664
Armitage Golf Course,Municipal,Public,18,"Mechanicsburg,PA",PA,Cumberland County,-76.962152,40.261668
Rich Valley Golf,Public,Public,18,"Mechanicsburg,PA",PA,Cumberland County,-77.072823,40.255418
Silver Spring Golf Course,Public,Public,18,"Mechanicsburg,PA",PA,Cumberland County,-77.021757,40.258986
Liberty Forge Golf Course,Public,Public,18,"Mechanicsburg,PA",PA,Cumberland County,-76.926057,40.177697
Paxon Hollow Country Club,Municipal,Public,18,"Media,PA",PA,Delaware County,-75.374889,39.95496
Mercer Public Golf Course,Public,Public,18,"Mercer,PA",PA,Mercer County,-80.290763,41.281667
Spring Valley Golf Club,Public,Public,18,"Mercer,PA",PA,Mercer County,-80.26842,41.225615
Whitetail Golf Resort,Public,Public,18,"Mercersburg,PA",PA,Franklin County,-77.926089,39.76279
Shade Mountain Golf Course,Public,Public,18,"Middleburg,PA",PA,Snyder County,-77.045293,40.78332
Sunset Golf Club,Municipal,Public,18,"Middletown,PA",PA,Dauphin County,-76.696128,40.181506
Hawthorne Valley Golf Course,Public,Public,18,"Midland,PA",PA,Beaver County,-80.499214,40.672494
Quicksilver Golf Club,Public,Public,18,"Midway,PA",PA,Washington County,-80.292457,40.368465
Arnold's Golf Course,Public,Public,18,"MIfflinville,PA",PA,Columbia County,-76.220148,41.039671
Cliff Park Inn & Golf Course,Public,Public,9,"Milford,PA",PA,Pike County,-74.828104,41.308098
Clinton Country Club,Semi Private,Public,18,"Mill Hall,PA",PA,Clinton County,-77.484887,41.116759
Lykens Valley Golf Course,Public,Public,18,"Millersburg,PA",PA,Dauphin County,-76.907432,40.572314
Crossgates Golf Course,Public,Public,18,"Millersville,PA",PA,Lancaster County,-76.349991,39.9927
Wynding Brook Golf Club,Public,Public,18,"Milton,PA",PA,Northumberland County,-76.850009,41.03974
Nittany Country Club,Private,Private,9,"Mingoville,PA",PA,Centre County,-77.646272,40.926842
Ledgerock Golf Club,Private,Private,18,"Mohnton,PA",PA,Berks County,-75.965197,40.252731
Riverview Golf Course,Public,Public,18,"Monongahela,PA",PA,Washington County,-79.932887,40.236815
Monongahela Valley Country Club,Public,Public,9,"Monongahela,PA",PA,Washington County,-79.916177,40.180702
Maple Crest Golf Course,Public,Public,9,"Monroeville,PA",PA,Allegheny County,-79.772373,40.456323
White Deer Golf Course,Municipal,Public,45,"Montgomery,PA",PA,Lycoming County,-76.915492,41.169956
The Montrose Club,Private,Private,9,"Montrose,PA",PA,Susquehanna County,-75.86569,41.839983
Moon Golf Club,Municipal,Public,18,"Moon Township,PA",PA,Allegheny County,-80.18947,40.481206
West Hills Par 3 Golf Course,Public,Public,18,"Moon Township,PA",PA,Allegheny County,-80.256535,40.513047
Glenmaura National Golf Club,Private,Private,18,"Moosic,PA",PA,Lackawanna County,-75.677627,41.355893
Pine Marsh Golf Course,Private,Private,9,"Morris,PA",PA,Lycoming County,-77.277384,41.452375
Double Eagle Golf,Public,Public,18,"Morrisville,PA",PA,Bucks County,-74.78927,40.200565
Elmhurst Country Club,Private,Private,18,"Moscow,PA",PA,Lackawanna County,-75.546036,41.342756
Scranton Golf Course,Public,Public,18,"Mount Cobb,PA",PA,Lackawanna County,-75.518,41.404178
Groff Farm Golf Club,Public,Public,18,"Mount Joy,PA",PA,Lancaster County,-76.505409,40.093117
Norvelt Golf Club,Public,Public,27,"Mount Pleasant,PA",PA,Westmoreland County,-79.487153,40.200893
Timber Ridge Golf Course,Public,Public,18,"Mount Pleasant,PA",PA,Westmoreland County,-79.575444,40.159199
Paradise Golf,Public,Public,9,"Mount Pocono,PA",PA,Monroe County,-75.359609,41.12604
Mount Pocono Golf Course,Public,Public,9,"Mount Pocono,PA",PA,Monroe County,-75.339129,41.107579
Mount Airy Golf Club,Public,Public,18,"Mount Pocono,PA",PA,Monroe County,-75.323948,41.111593
American Legion Country Club,Public,Public,18,"Mount Union,PA",PA,Huntingdon County,-77.825379,40.364205
Blue Ridge Trail Golf Club,Public,Public,27,"Mountain Top,PA",PA,Luzerne County,-75.970873,41.113182
Rolling Fields Golf Course,Public,Public,18,"Murraysville,PA",PA,Westmoreland County,-79.696954,40.42726
Murrysville Golf Club,Public,Public,18,"Murrysville,PA",PA,Westmoreland County,-79.681399,40.445321
Meadowink Golf Course,Public,Public,18,"Murrysville,PA",PA,Westmoreland County,-79.670438,40.45318
Lebanon Valley Golf Club,Public,Public,18,"Myerstown,PA",PA,Lebanon County,-76.295348,40.399197
Brackenridge Heights Country Club,Private,Private,9,"Natrona Heights,PA",PA,Westmoreland County,-79.730663,40.626905
Mannitto Golf Club,Public,Public,18,"New Alexandria,PA",PA,Westmoreland County,-79.431801,40.431867
Bostonia Country Club,Public,Public,9,"New Bethlehem,PA",PA,Clarion County,-79.332238,41.022127
Stop and Sock,Public,Public,18,"New Brighton,PA",PA,Beaver County,-80.29068,40.768591
Sylvan Heights Municipal Golf Course,Municipal,Public,18,"New Castle,PA",PA,Lawrence County,-80.304256,40.96372
New Castle Country Club,Private,Private,18,"New Castle,PA",PA,Lawrence County,-80.35757,41.054274
Mohawk Trails Golf Course,Public,Public,18,"New Castle,PA",PA,Lawrence County,-80.437469,41.00158
Castle Hills Golf Course,Public,Public,18,"New Castle,PA",PA,Lawrence County,-80.361402,41.042102
Riverview Golf Club,Public,Public,9,"New Cumberland,PA",PA,York County,-76.869925,40.215058
Jericho National Golf Club Inc,Semi Private,Public,18,"New Hope,PA",PA,Bucks County,-74.92719,40.309555
Oak Lake Golf Course,Public,Public,18,"New Kensington,PA",PA,Westmoreland County,-79.642481,40.560921
Olde Homestead Golf Club,Public,Public,36,"New Tripoli,PA",PA,Lehigh County,-75.731293,40.681421
Borland Golf Center,Public,Public,18,"New Wilmington,PA",PA,Mercer County,-80.372197,41.131344
Deer Point Golf Course,Public,Public,9,"Newburg,PA",PA,Franklin County,-77.611163,40.153138
Aronimink Golf Club,Private,Private,18,"Newtown Square,PA",PA,Delaware County,-75.413925,40.011178
Olde Masters Golf Club,Public,Public,9,"Newtown Square,PA",PA,Delaware County,-75.432834,39.97774
Rock Creek Golf Course,Public,Public,18,"Nicholson,PA",PA,Susquehanna County,-75.716183,41.648133
Jeffersonville Golf Club,Municipal,Public,18,"Norristown,PA",PA,Montgomery County,-75.385088,40.138487
Westover Golf Club,Public,Public,18,"Norristown,PA",PA,Montgomery County,-75.383493,40.122863
Woods Golf Center Inc,Public,Public,18,"Norristown,PA",PA,Montgomery County,-75.344667,40.151386
Lake View Country Club,Private,Private,18,"North East,PA",PA,Erie County,-79.823574,42.180952
Green Meadows Golf Course,Public,Public,18,"North East,PA",PA,Erie County,-79.881759,42.19809
Lu Lu Country Club,Private,Private,18,"North Hills,PA",PA,Montgomery County,-75.166653,40.120892
Carradam Golf Club,Public,Public,18,"North Huntingdon,PA",PA,Westmoreland County,-79.702787,40.302917
Lost Creek Golf Club,Public,Public,18,"Oakland Mills,PA",PA,Juniata County,-77.316191,40.614767
Oakmont Country Club,Semi Private,Public,18,"Oakmont,PA",PA,Allegheny County,-79.827665,40.524678
Oakmont East Golf Course,Public,Public,9,"Oakmont,PA",PA,Allegheny County,-79.820169,40.52635
Sandy Run Country Club,Private,Private,18,"Oreland,PA",PA,Montgomery County,-75.200574,40.123647
Schuylkill Country Club,Private,Private,18,"Orwigsburg,PA",PA,Schuylkill County,-76.045883,40.677419
Wyncote Golf Club,Public,Public,18,"Oxford,PA",PA,Chester County,-75.971543,39.813629
Blue Ridge Country Club,Private,Private,18,"Palmerton,PA",PA,Carbon County,-75.631049,40.807604
Waynesborough Country Club,Private,Private,18,"Paoli,PA",PA,Chester County,-75.463593,40.027521
Beaver Valley Golf Club,Public,Public,18,"Patterson Heights,PA",PA,Beaver County,-80.327415,40.737094
Indian Hills Country Club,Public,Public,18,"Paxinos,PA",PA,Northumberland County,-76.592903,40.846351
Pilgrim's Oak Golf Course,Public,Public,18,"Peach Bottom,PA",PA,Lancaster County,-76.194044,39.796566
Cherrywood Golf Course,Public,Public,9,"Penn Run,PA",PA,Indiana County,-79.007775,40.597227
Sweet Water Golf Course,Public,Public,9,"Pennsburg,PA",PA,Montgomery County,-75.463155,40.382276
Walnut Lane Golf Club,Municipal,Public,18,"Philadelphia,PA",PA,Philadelphia County,-75.203359,40.029662
Franklin D. Roosevelt Golf Club,Municipal,Public,18,"Philadelphia,PA",PA,Philadelphia County,-75.183379,39.90663
Juniata Golf Course,Municipal,Public,18,"Philadelphia,PA",PA,Philadelphia County,-75.099594,40.013748
John F. Byrne Golf Course,Municipal,Public,18,"Philadelphia,PA",PA,Philadelphia County,-74.998383,40.059738
Cobbs Creek Golf Club,Municipal,Public,36,"Philadelphia,PA",PA,Philadelphia County,-75.258223,39.973709
Bala Golf Club,Private,Private,18,"Philadelphia,PA",PA,Philadelphia County,-75.218614,39.99595
Philadelphia Cricket Club At St Martin's,Private,Private,9,"Philadelphia,PA",PA,Montgomery County,-75.206636,40.065144
Torresdale Frankford Country Club,Private,Private,18,"Philadelphia,PA",PA,Philadelphia County,-74.990449,40.06039
Island Green Country Club,Public,Public,18,"Philadelphia,PA",PA,Montgomery County,-75.048388,40.112746
Quartette Golf Club,Public,Public,9,"Philadelphia,PA",PA,Philadelphia County,-75.003135,40.125974
Philipsburg Country Club,Public,Public,9,"Philipsburg,PA",PA,Clearfield County,-78.242589,40.910615
Phoenixville Country Club,Private,Private,9,"Phoenixville,PA",PA,Chester County,-75.488072,40.100761
The RiverCrest Golf Club and Preserve,Semi Private,Public,18,"Phoenixville,PA",PA,Montgomery County,-75.492061,40.158478
Meadow Brook Golf Club,Public,Public,9,"Phoenixville,PA",PA,Chester County,-75.520686,40.115507
Pickering Valley Golf Club,Public,Public,18,"Phoenixville,PA",PA,Chester County,-75.513134,40.101204
Kimberton Golf Club,Public,Public,18,"Phoenixville,PA",PA,Chester County,-75.571089,40.155663
Hidden Valley Golf Club,Public,Public,18,"Pine Grove,PA",PA,Schuylkill County,-76.271998,40.615387
Clover Hills Golf Course,Municipal,Public,9,"Pittsburgh,PA",PA,Allegheny County,-80.078277,40.565822
Mt. Lebanon Golf Course,Municipal,Public,9,"Pittsburgh,PA",PA,Allegheny County,-80.024703,40.370191
Chartiers Country Club,Private,Private,18,"Pittsburgh,PA",PA,Allegheny County,-80.092141,40.434232
St Clair Country Club,Private,Private,36,"Pittsburgh,PA",PA,Allegheny County,-80.077379,40.33011
Shannopin Country Club,Private,Private,18,"Pittsburgh,PA",PA,Allegheny County,-80.070448,40.514714
Highland Country Club,Private,Private,18,"Pittsburgh,PA",PA,Allegheny County,-80.046489,40.521815
South Hills Country Club,Private,Private,18,"Pittsburgh,PA",PA,Allegheny County,-79.984156,40.363537
Pittsburgh Field Club,Private,Private,18,"Pittsburgh,PA",PA,Allegheny County,-79.887123,40.510872
Churchill Valley Country Club,Private,Private,18,"Pittsburgh,PA",PA,Allegheny County,-79.839069,40.432286
Edgewood Country Club,Private,Private,18,"Pittsburgh,PA",PA,Allegheny County,-79.83378,40.434918
Fox Chapel Golf Course,Semi Private,Public,18,"Pittsburgh,PA",PA,Allegheny County,-79.879177,40.521411
Frosty Valley Golf Links,Public,Public,9,"Pittsburgh,PA",PA,Allegheny County,-80.111994,40.317165
North Park Dr Range & Par 3,Public,Public,18,"Pittsburgh,PA",PA,Allegheny County,-80.056978,40.581715
Alcoma Golf Club,Public,Public,18,"Pittsburgh,PA",PA,Allegheny County,-79.802651,40.480901
The Bob O'Connor Golf Course At Schenley Park,Public,Public,18,"Pittsburgh,PA",PA,Allegheny County,-79.93336,40.437575
Applewood Golf Course,Public,Public,9,"Pittston,PA",PA,Luzerne County,-75.851581,41.35586
Plymouth Country Club,Private,Private,18,"Plymouth Meeting,PA",PA,Montgomery County,-75.307922,40.121584
Sunnybrook Golf Club,Private,Private,18,"Plymouth Meeting,PA",PA,Montgomery County,-75.244209,40.11031
Philadelphia Cricket Club At Militia Hill,Private,Private,18,"Plymouth Meeting,PA",PA,Montgomery County,-75.243757,40.110184
Pocono Manor Golf Club,Public,Public,36,"Pocono Manor,PA",PA,Monroe County,-75.358428,41.100173
Lake Naomi Timber Trails Golf Club,Semi Private,Public,18,"Pocono Pines,PA",PA,Monroe County,-75.474353,41.108357
Wild Pines Golf Club,Semi Private,Public,18,"Pocono Pines,PA",PA,Monroe County,-75.462033,41.104797
Indian Echo Country Club,Public,Public,9,"Port Allegany,PA",PA,McKean County,-78.283798,41.81168
Freestone Golf Course,Public,Public,27,"Port Matilda,PA",PA,Centre County,-78.006415,40.829256
Maple Crest Golf Club,Public,Public,9,"Portage,PA",PA,Cambria County,-78.67657,40.400593
Brookside Country Club,Private,Private,18,"Pottstown,PA",PA,Montgomery County,-75.628299,40.25583
Bellewood Golf Club,Semi Private,Public,18,"Pottstown,PA",PA,Chester County,-75.647641,40.233086
Raven's Claw Golf Club,Public,Public,18,"Pottstown,PA",PA,Montgomery County,-75.564703,40.248479
Lake Lorain Golf Course,Public,Public,9,"Poyntelle,PA",PA,Wayne County,-75.416509,41.819148
Club At Nevillewood,Private,Private,18,"Presto,PA",PA,Allegheny County,-80.124257,40.386564
Tanglewood Golf Course,Public,Public,18,"Pulaski,PA",PA,Lawrence County,-80.494619,41.105256
Rolling Hills Golf Club,Public,Public,18,"Pulaski,PA",PA,Lawrence County,-80.471205,41.107909
Punxsutawney Country Club,Private,Private,18,"Punxsutawney,PA",PA,Jefferson County,-78.998004,40.952525
Hemlock View Golf Course,Public,Public,18,"Punxsutawney,PA",PA,Jefferson County,-79.062539,40.99288
Fox Hollow Golf Club,Public,Public,18,"Quakertown,PA",PA,Bucks County,-75.403702,40.402504
Tanglewood Manor Golf Course,Public,Public,18,"Quarryville,PA",PA,Lancaster County,-76.206189,39.857725
Reading Country Club,Municipal,Public,18,"Reading,PA",PA,Berks County,-75.84879,40.299579
Berkshire Country Club,Private,Private,18,"Reading,PA",PA,Berks County,-75.951395,40.3593
Chapel Hill Golf Course,Public,Public,18,"Reading,PA",PA,Berks County,-76.03371,40.264713
Flying Hills Golf Club,Public,Public,18,"Reading,PA",PA,Berks County,-75.922968,40.281069
Exeter Golf Course,Public,Public,9,"Reading,PA",PA,Berks County,-75.84802,40.314897
Springside Par 3 Golf Course,Public,Public,18,"Reinholds,PA",PA,Lancaster County,-76.111927,40.262435
Wanango Country Club,Public,Public,18,"Reno,PA",PA,Venango County,-79.749644,41.412845
Northampton Valley Golf Course,Public,Public,18,"Richboro,PA",PA,Bucks County,-74.967296,40.223332
Laurel Mill Golf Course,Public,Public,9,"Ridgeway,PA",PA,Elk County,-78.729864,41.421885
Marjon Golf Course,Public,Public,9,"Roaring Brook Twp,PA",PA,Lackawanna County,-75.521957,41.387184
Iron Masters Country Club,Public,Public,18,"Roaring Spring,PA",PA,Bedford County,-78.413748,40.285916
Kings Mountain Golf Course,Public,Public,9,"Rockwood,PA",PA,Somerset County,-79.327745,39.95879
Middlecreek Golf Course,Public,Public,9,"Rockwood,PA",PA,Somerset County,-79.219717,39.930523
Spring Ford Country Club,Private,Private,18,"Royersford,PA",PA,Montgomery County,-75.534586,40.204097
Blueberry Hill Golf Club,Public,Public,18,"Russell,PA",PA,Warren County,-79.020094,41.958672
Cable Hollow Golf Course,Public,Public,18,"Russell,PA",PA,Warren County,-79.103788,41.967041
Bavarian Hills Golf Course,Municipal,Public,18,"Saint Marys,PA",PA,Elk County,-78.536505,41.445706
Saint Marys Country Club,Private,Private,9,"Saint Marys,PA",PA,Elk County,-78.554115,41.424913
Windber Country Club,Semi Private,Public,18,"Salix,PA",PA,Cambria County,-78.776642,40.290954
Kiski Prep School Golf Course,Private,Private,9,"Saltsburg,PA",PA,Westmoreland County,-79.456709,40.488088
Saxon Golf Course,Public,Public,27,"Sarver,PA",PA,Butler County,-79.790433,40.725035
Buffalo Golf Course,Public,Public,18,"Sarver,PA",PA,Butler County,-79.716771,40.71103
Rolling Turf Golf Course,Public,Public,9,"Schwenksville,PA",PA,Montgomery County,-75.475749,40.25382
Wemberly Hills Golf Course,Public,Public,9,"Scott Township,PA",PA,Lackawanna County,-75.640088,41.547229
Dick Kidd's Par 3 Golf Course,Public,Public,9,"Selinsgrove,PA",PA,Snyder County,-76.839199,40.86047
Sewickley Heights Golf Club,Private,Private,18,"Sewickley,PA",PA,Allegheny County,-80.16884,40.584395
Allegheny Country Club,Private,Private,18,"Sewickley,PA",PA,Allegheny County,-80.164326,40.559599
Diamond Run Golf Club,Private,Private,18,"Sewickley,PA",PA,Allegheny County,-80.102584,40.558279
Avalon At Buhl Park Country Club,Public,Public,18,"Sharon,PA",PA,Mercer County,-80.487569,41.24836
Shawnee Inn & Golf Resort,Public,Public,54,"Shawnee On Delaware,PA",PA,Monroe County,-75.111408,41.011147
